Stop Height,Runner Height,Free Runner,Score Diff
0.600000,0.600000,1.000000,0.001252
1.000000,1.000000,1.000000,0.000000
1.000000,1.000000,1.000000,0.000000
0.857143,0.857143,1.000000,0.065789
0.600000,0.600000,1.000000,0.000000
0.285714,0.285714,1.000000,0.065789
1.000000,1.000000,1.000000,0.000000
0.600000,0.600000,1.000000,0.000618
0.857143,0.857143,1.000000,0.013125
1.000000,1.000000,1.000000,0.000000
0.285714,0.285714,1.000000,0.013125
1.000000,1.000000,1.000000,0.000000
1.000000,1.000000,1.000000,0.000000
0.714286,0.714286,1.000000,0.011502
0.800000,0.800000,1.000000,0.078048
0.285714,0.285714,1.000000,0.078048
1.000000,1.000000,1.000000,0.000000
0.800000,0.800000,1.000000,0.013752
0.714286,0.714286,1.000000,0.001236
1.000000,1.000000,1.000000,0.000000
0.285714,0.285714,1.000000,0.013752
1.000000,1.000000,1.000000,0.000000
0.800000,0.800000,1.000000,0.027887
0.714286,0.714286,1.000000,0.002507
0.800000,0.800000,1.000000,0.027887
0.666667,0.666667,1.000000,0.099891
1.000000,1.000000,1.000000,0.000000
1.000000,1.000000,1.000000,0.000000
0.600000,0.600000,1.000000,0.028644
0.142857,0.142857,1.000000,0.018585
0.666667,0.666667,1.000000,0.070308
1.000000,1.000000,1.000000,0.000000
1.000000,1.000000,1.000000,0.000000
0.800000,0.800000,1.000000,0.070308
0.000000,0.000000,1.000000,0.000977
1.000000,1.000000,1.000000,0.000000
0.800000,0.800000,1.000000,0.093210
1.000000,1.000000,1.000000,0.000000
0.800000,0.800000,1.000000,0.093210
0.000000,0.000000,1.000000,0.002234
0.666667,0.666667,1.000000,0.081085
0.800000,0.800000,1.000000,0.081085
1.000000,1.000000,1.000000,0.000000
1.000000,1.000000,1.000000,0.000000
0.000000,0.000000,1.000000,0.002817
0.666667,0.666667,1.000000,0.082638
1.000000,1.000000,1.000000,0.000000
1.000000,1.000000,1.000000,0.000000
0.400000,0.400000,1.000000,0.002608
0.285714,0.285714,1.000000,0.082638
0.333333,0.333333,1.000000,0.017733
1.000000,1.000000,1.000000,0.000000
1.000000,1.000000,1.000000,0.000000
0.800000,0.800000,1.000000,0.088225
0.142857,0.142857,1.000000,0.009440
1.000000,1.000000,1.000000,0.000000
0.800000,0.800000,1.000000,0.100641
1.000000,1.000000,1.000000,0.000000
0.600000,0.600000,1.000000,0.009046
0.142857,0.142857,1.000000,0.015086
1.000000,1.000000,1.000000,0.000000
0.800000,0.800000,1.000000,0.084496
1.000000,1.000000,1.000000,0.000000
0.400000,0.400000,1.000000,0.000196
0.285714,0.285714,1.000000,0.084496
0.666667,0.666667,1.000000,-0.032743
0.800000,0.800000,1.000000,-0.013285
1.000000,1.000000,1.000000,0.000000
0.800000,0.800000,1.000000,-0.021326
0.142857,0.142857,1.000000,0.016303
1.000000,1.000000,1.000000,0.000000
0.600000,0.600000,1.000000,0.010050
1.000000,1.000000,1.000000,0.000000
0.800000,0.800000,1.000000,0.101736
0.142857,0.142857,1.000000,0.012066
0.666667,0.666667,1.000000,0.108587
0.600000,0.600000,1.000000,0.028328
1.000000,1.000000,1.000000,0.000000
1.000000,1.000000,1.000000,0.000000
0.142857,0.142857,1.000000,0.026638
1.000000,1.000000,1.000000,0.000000
0.600000,0.600000,1.000000,0.034235
1.000000,1.000000,1.000000,0.000000
0.600000,0.600000,1.000000,0.030132
0.285714,0.285714,1.000000,0.121404
0.666667,0.666667,1.000000,-0.017364
0.800000,0.800000,1.000000,-0.013304
1.000000,1.000000,1.000000,0.000000
0.600000,0.600000,1.000000,0.026320
0.285714,0.285714,1.000000,-0.021261
1.000000,1.000000,1.000000,0.000000
0.400000,0.400000,1.000000,0.006806
1.000000,1.000000,1.000000,0.000000
0.800000,0.800000,1.000000,0.096010
0.285714,0.285714,1.000000,0.096010
1.000000,1.000000,1.000000,0.000000
1.000000,1.000000,1.000000,0.000000
0.857143,0.857143,1.000000,0.066656
0.800000,0.800000,1.000000,0.066656
0.000000,0.000000,1.000000,0.000813
1.000000,1.000000,1.000000,0.000000
1.000000,1.000000,1.000000,0.000000
0.857143,0.857143,1.000000,0.069263
0.600000,0.600000,1.000000,0.003259
0.142857,0.142857,1.000000,0.003259
0.666667,0.666667,1.000000,-0.038255
1.000000,1.000000,1.000000,0.000000
0.857143,0.857143,1.000000,-0.050753
0.600000,0.600000,1.000000,0.017050
0.285714,0.285714,1.000000,0.011738
1.000000,1.000000,1.000000,0.000000
1.000000,1.000000,1.000000,0.000000
0.857143,0.857143,1.000000,0.065789
0.400000,0.400000,1.000000,0.000000
0.285714,0.285714,1.000000,0.065789
0.666667,0.666667,1.000000,-0.046877
1.000000,1.000000,1.000000,0.000000
0.857143,0.857143,1.000000,-0.049973
0.800000,0.800000,1.000000,0.015829
0.142857,0.142857,1.000000,0.007933
1.000000,1.000000,1.000000,0.000000
0.800000,0.800000,1.000000,0.013313
0.857143,0.857143,1.000000,0.013313
1.000000,1.000000,1.000000,0.000000
0.000000,0.000000,1.000000,0.000185
1.000000,1.000000,1.000000,0.000000
0.800000,0.800000,1.000000,-0.030099
0.857143,0.857143,1.000000,-0.052314
0.800000,0.800000,1.000000,0.020319
0.142857,0.142857,1.000000,0.006139
1.000000,1.000000,1.000000,0.000000
0.800000,0.800000,1.000000,0.026663
0.857143,0.857143,1.000000,0.026663
0.400000,0.400000,1.000000,0.000062
0.666667,0.666667,1.000000,0.001374
0.800000,0.800000,1.000000,0.014518
0.857143,0.857143,1.000000,-0.058931
1.000000,1.000000,1.000000,0.000000
0.142857,0.142857,1.000000,0.006632
1.000000,1.000000,1.000000,0.000000
0.800000,0.800000,1.000000,-0.021588
0.857143,0.857143,1.000000,-0.038276
0.600000,0.600000,1.000000,0.014967
0.285714,0.285714,1.000000,0.015762
0.666667,0.666667,1.000000,0.000604
0.800000,0.800000,1.000000,0.020033
0.857143,0.857143,1.000000,-0.009738
0.800000,0.800000,1.000000,0.020033
0.285714,0.285714,1.000000,0.000604
1.000000,1.000000,1.000000,0.000000
0.600000,0.600000,1.000000,0.000679
0.857143,0.857143,1.000000,0.013813
1.000000,1.000000,1.000000,0.000000
0.142857,0.142857,1.000000,0.000679
1.000000,1.000000,1.000000,0.000000
0.600000,0.600000,1.000000,0.001377
0.857143,0.857143,1.000000,0.028014
0.600000,0.600000,1.000000,0.001377
1.000000,1.000000,1.000000,0.000000
0.600000,0.600000,1.000000,0.006444
0.857143,0.857143,1.000000,-0.050135
0.800000,0.800000,1.000000,0.020628
0.285714,0.285714,1.000000,0.007232
1.000000,1.000000,1.000000,0.000000
0.400000,0.400000,1.000000,0.000031
0.857143,0.857143,1.000000,0.013156
1.000000,1.000000,1.000000,0.000000
0.285714,0.285714,1.000000,0.013156
1.000000,1.000000,1.000000,0.000000
1.000000,1.000000,1.000000,0.000000
0.714286,0.714286,1.000000,0.024975
0.600000,0.600000,1.000000,0.013320
0.285714,0.285714,1.000000,0.092408
1.000000,1.000000,1.000000,0.000000
1.000000,1.000000,1.000000,0.000000
0.714286,0.714286,1.000000,0.014837
0.800000,0.800000,1.000000,0.081602
0.142857,0.142857,1.000000,0.003297
0.666667,0.666667,1.000000,-0.059214
1.000000,1.000000,1.000000,0.000000
0.714286,0.714286,1.000000,0.006328
0.800000,0.800000,1.000000,0.014212
0.285714,0.285714,1.000000,0.000454
1.000000,1.000000,1.000000,0.000000
0.800000,0.800000,1.000000,0.016074
0.714286,0.714286,1.000000,0.002910
1.000000,1.000000,1.000000,0.000000
0.142857,0.142857,1.000000,0.002290
1.000000,1.000000,1.000000,0.000000
0.800000,0.800000,1.000000,-0.043349
0.714286,0.714286,1.000000,0.003807
0.800000,0.800000,1.000000,0.017326
0.285714,0.285714,1.000000,0.003336
1.000000,1.000000,1.000000,0.000000
0.800000,0.800000,1.000000,0.030725
0.714286,0.714286,1.000000,0.004019
0.600000,0.600000,1.000000,0.002762
1.000000,1.000000,1.000000,0.000000
0.800000,0.800000,1.000000,0.014032
0.571429,0.571429,1.000000,0.000277
1.000000,1.000000,1.000000,0.000000
0.285714,0.285714,1.000000,0.014032
1.000000,1.000000,1.000000,0.000000
0.600000,0.600000,1.000000,0.003223
0.714286,0.714286,1.000000,0.003843
1.000000,1.000000,1.000000,0.000000
0.285714,0.285714,1.000000,0.017019
1.000000,1.000000,1.000000,0.000000
0.800000,0.800000,1.000000,0.030402
0.571429,0.571429,1.000000,0.002447
0.800000,0.800000,1.000000,0.030402
1.000000,1.000000,1.000000,0.000000
1.000000,1.000000,1.000000,0.000000
0.571429,0.571429,1.000000,0.002817
0.800000,0.800000,1.000000,0.081085
0.285714,0.285714,1.000000,0.081085
0.666667,0.666667,1.000000,0.102575
1.000000,1.000000,1.000000,0.000000
1.000000,1.000000,1.000000,0.000000
0.600000,0.600000,1.000000,0.030148
0.000000,0.000000,1.000000,0.002440
0.666667,0.666667,1.000000,0.083196
1.000000,1.000000,1.000000,0.000000
1.000000,1.000000,1.000000,0.000000
0.200000,0.200000,1.000000,0.000515
0.285714,0.285714,1.000000,0.083196
0.333333,0.333333,1.000000,0.043758
1.000000,1.000000,1.000000,0.000000
1.000000,1.000000,1.000000,0.000000
0.600000,0.600000,1.000000,0.054948
0.142857,0.142857,1.000000,0.035571
0.666667,0.666667,1.000000,0.115069
1.000000,1.000000,1.000000,0.000000
1.000000,1.000000,1.000000,0.000000
0.400000,0.400000,1.000000,0.013799
0.142857,0.142857,1.000000,0.029955
0.333333,0.333333,1.000000,0.018631
1.000000,1.000000,1.000000,0.000000
1.000000,1.000000,1.000000,0.000000
0.800000,0.800000,1.000000,0.090248
0.000000,0.000000,1.000000,0.001860
0.333333,0.333333,1.000000,0.011596
0.800000,0.800000,1.000000,0.093622
1.000000,1.000000,1.000000,0.000000
1.000000,1.000000,1.000000,0.000000
0.000000,0.000000,1.000000,0.004960
1.000000,1.000000,1.000000,0.000000
0.800000,0.800000,1.000000,0.104536
1.000000,1.000000,1.000000,0.000000
0.600000,0.600000,1.000000,0.010360
0.000000,0.000000,1.000000,0.003539
1.000000,1.000000,1.000000,0.000000
0.800000,0.800000,1.000000,0.108424
1.000000,1.000000,1.000000,0.000000
0.400000,0.400000,1.000000,0.007072
0.142857,0.142857,1.000000,0.022064
0.333333,0.333333,1.000000,0.009505
0.800000,0.800000,1.000000,-0.012668
1.000000,1.000000,1.000000,0.000000
0.800000,0.800000,1.000000,-0.012668
0.142857,0.142857,1.000000,0.009505
0.666667,0.666667,1.000000,-0.008712
0.800000,0.800000,1.000000,-0.011859
1.000000,1.000000,1.000000,0.000000
0.600000,0.600000,1.000000,0.022384
0.142857,0.142857,1.000000,-0.006188
0.666667,0.666667,1.000000,-0.031353
0.800000,0.800000,1.000000,-0.010626
1.000000,1.000000,1.000000,0.000000
0.800000,0.800000,1.000000,-0.020489
0.000000,0.000000,1.000000,0.003675
0.666667,0.666667,1.000000,-0.014843
0.800000,0.800000,1.000000,-0.013153
1.000000,1.000000,1.000000,0.000000
0.400000,0.400000,1.000000,0.002761
0.285714,0.285714,1.000000,-0.025193
1.000000,1.000000,1.000000,0.000000
0.800000,0.800000,1.000000,0.084506
1.000000,1.000000,1.000000,0.000000
0.200000,0.200000,1.000000,0.000010
0.285714,0.285714,1.000000,0.084506
0.666667,0.666667,1.000000,0.117458
0.600000,0.600000,1.000000,0.033645
1.000000,1.000000,1.000000,0.000000
1.000000,1.000000,1.000000,0.000000
0.000000,0.000000,1.000000,0.008002
1.000000,1.000000,1.000000,0.000000
0.600000,0.600000,1.000000,0.036256
1.000000,1.000000,1.000000,0.000000
0.400000,0.400000,1.000000,0.002150
0.285714,0.285714,1.000000,0.123815
1.000000,1.000000,1.000000,0.000000
0.600000,0.600000,1.000000,0.059474
1.000000,1.000000,1.000000,0.000000
0.600000,0.600000,1.000000,0.058421
0.142857,0.142857,1.000000,0.039858
0.666667,0.666667,1.000000,-0.018050
0.600000,0.600000,1.000000,0.016352
1.000000,1.000000,1.000000,0.000000
0.800000,0.800000,1.000000,-0.037295
0.142857,0.142857,1.000000,0.002014
1.000000,1.000000,1.000000,0.000000
0.600000,0.600000,1.000000,0.010648
1.000000,1.000000,1.000000,0.000000
0.800000,0.800000,1.000000,0.104850
0.000000,0.000000,1.000000,0.002827
0.666667,0.666667,1.000000,0.117594
0.400000,0.400000,1.000000,0.008125
1.000000,1.000000,1.000000,0.000000
1.000000,1.000000,1.000000,0.000000
0.142857,0.142857,1.000000,0.032288
0.666667,0.666667,1.000000,-0.048860
0.600000,0.600000,1.000000,0.016481
1.000000,1.000000,1.000000,0.000000
0.600000,0.600000,1.000000,0.016481
0.285714,0.285714,1.000000,-0.048860
1.000000,1.000000,1.000000,0.000000
0.400000,0.400000,1.000000,0.013209
1.000000,1.000000,1.000000,0.000000
0.600000,0.600000,1.000000,0.036684
0.285714,0.285714,1.000000,0.136216
1.000000,1.000000,1.000000,0.000000
0.200000,0.200000,1.000000,0.001268
1.000000,1.000000,1.000000,0.000000
0.800000,0.800000,1.000000,0.097399
0.285714,0.285714,1.000000,0.097399
1.000000,1.000000,1.000000,0.000000
0.400000,0.400000,1.000000,0.008704
1.000000,1.000000,1.000000,0.000000
0.800000,0.800000,1.000000,0.111325
0.142857,0.142857,1.000000,0.013974
1.000000,1.000000,1.000000,0.000000
1.000000,1.000000,1.000000,0.000000
0.857143,0.857143,1.000000,0.070135
0.600000,0.600000,1.000000,0.003262
0.000000,0.000000,1.000000,0.000816
0.333333,0.333333,1.000000,-0.010137
1.000000,1.000000,1.000000,0.000000
0.857143,0.857143,1.000000,-0.069512
0.800000,0.800000,1.000000,0.031509
0.142857,0.142857,1.000000,-0.030916
0.666667,0.666667,1.000000,-0.047460
1.000000,1.000000,1.000000,0.000000
0.857143,0.857143,1.000000,-0.050710
0.800000,0.800000,1.000000,0.016033
0.000000,0.000000,1.000000,0.000201
1.000000,1.000000,1.000000,0.000000
1.000000,1.000000,1.000000,0.000000
0.857143,0.857143,1.000000,0.069263
0.400000,0.400000,1.000000,0.000000
0.142857,0.142857,1.000000,0.003259
0.666667,0.666667,1.000000,-0.026748
1.000000,1.000000,1.000000,0.000000
0.857143,0.857143,1.000000,-0.059337
0.600000,0.600000,1.000000,0.023410
0.142857,0.142857,1.000000,-0.002594
1.000000,1.000000,1.000000,0.000000
1.000000,1.000000,1.000000,0.000000
0.857143,0.857143,1.000000,0.065789
0.200000,0.200000,1.000000,0.000000
0.285714,0.285714,1.000000,0.065789
0.666667,0.666667,1.000000,-0.035040
1.000000,1.000000,1.000000,0.000000
0.857143,0.857143,1.000000,-0.050057
0.400000,0.400000,1.000000,0.003342
0.285714,0.285714,1.000000,0.015089
0.666667,0.666667,1.000000,0.002391
0.800000,0.800000,1.000000,0.015736
0.857143,0.857143,1.000000,-0.060448
1.000000,1.000000,1.000000,0.000000
0.000000,0.000000,1.000000,0.001201
1.000000,1.000000,1.000000,0.000000
0.800000,0.800000,1.000000,-0.029703
0.857143,0.857143,1.000000,-0.053271
0.800000,0.800000,1.000000,0.021376
0.000000,0.000000,1.000000,0.001221
1.000000,1.000000,1.000000,0.000000
0.800000,0.800000,1.000000,-0.021325
0.857143,0.857143,1.000000,-0.038207
0.400000,0.400000,1.000000,0.000268
0.285714,0.285714,1.000000,0.015972
1.000000,1.000000,1.000000,0.000000
0.800000,0.800000,1.000000,-0.010165
0.857143,0.857143,1.000000,-0.040263
0.600000,0.600000,1.000000,0.019693
0.142857,0.142857,1.000000,0.011423
1.000000,1.000000,1.000000,0.000000
0.800000,0.800000,1.000000,0.026667
0.857143,0.857143,1.000000,0.026667
0.200000,0.200000,1.000000,0.000003
0.666667,0.666667,1.000000,0.027829
0.800000,0.800000,1.000000,0.051319
0.857143,0.857143,1.000000,-0.049461
0.800000,0.800000,1.000000,-0.019132
0.142857,0.142857,1.000000,-0.210800
1.000000,1.000000,1.000000,0.000000
0.600000,0.600000,1.000000,0.000699
0.857143,0.857143,1.000000,0.014021
1.000000,1.000000,1.000000,0.000000
0.000000,0.000000,1.000000,0.000205
0.666667,0.666667,1.000000,0.018222
0.800000,0.800000,1.000000,0.001884
0.857143,0.857143,1.000000,-0.055535
0.600000,0.600000,1.000000,-0.028035
0.285714,0.285714,1.000000,0.024168
1.000000,1.000000,1.000000,0.000000
0.600000,0.600000,1.000000,0.001387
0.857143,0.857143,1.000000,0.028087
0.400000,0.400000,1.000000,0.000071
1.000000,1.000000,1.000000,0.000000
0.600000,0.600000,1.000000,0.002193
0.857143,0.857143,1.000000,-0.051733
0.800000,0.800000,1.000000,0.031307
0.142857,0.142857,1.000000,-0.003941
1.000000,1.000000,1.000000,0.000000
0.600000,0.600000,1.000000,0.003821
0.857143,0.857143,1.000000,-0.073567
0.600000,0.600000,1.000000,0.019904
0.285714,0.285714,1.000000,0.035716
1.000000,1.000000,1.000000,0.000000
0.400000,0.400000,1.000000,-0.001491
0.857143,0.857143,1.000000,-0.057963
0.800000,0.800000,1.000000,0.019075
0.285714,0.285714,1.000000,0.005668
1.000000,1.000000,1.000000,0.000000
0.200000,0.200000,1.000000,0.000002
0.857143,0.857143,1.000000,0.013158
1.000000,1.000000,1.000000,0.000000
0.285714,0.285714,1.000000,0.013158
1.000000,1.000000,1.000000,0.000000
0.400000,0.400000,1.000000,0.000035
0.857143,0.857143,1.000000,0.013849
1.000000,1.000000,1.000000,0.000000
0.142857,0.142857,1.000000,0.000684
0.666667,0.666667,1.000000,0.022378
0.600000,0.600000,1.000000,0.007562
0.857143,0.857143,1.000000,-0.078367
1.000000,1.000000,1.000000,0.000000
0.142857,0.142857,1.000000,-0.000520
1.000000,1.000000,1.000000,0.000000
1.000000,1.000000,1.000000,0.000000
0.714286,0.714286,1.000000,0.015139
0.800000,0.800000,1.000000,0.082803
0.000000,0.000000,1.000000,0.001110
1.000000,1.000000,1.000000,0.000000
1.000000,1.000000,1.000000,0.000000
0.714286,0.714286,1.000000,0.024975
0.400000,0.400000,1.000000,0.000000
0.285714,0.285714,1.000000,0.092408
1.000000,1.000000,1.000000,0.000000
1.000000,1.000000,1.000000,0.000000
0.714286,0.714286,1.000000,0.040684
0.600000,0.600000,1.000000,0.028812
0.142857,0.142857,1.000000,0.018635
0.666667,0.666667,1.000000,-0.053569
1.000000,1.000000,1.000000,0.000000
0.714286,0.714286,1.000000,0.003897
0.800000,0.800000,1.000000,0.014782
0.142857,0.142857,1.000000,0.001828
1.000000,1.000000,1.000000,0.000000
0.800000,0.800000,1.000000,0.016458
0.714286,0.714286,1.000000,0.003104
1.000000,1.000000,1.000000,0.000000
0.000000,0.000000,1.000000,0.000378
1.000000,1.000000,1.000000,0.000000
0.800000,0.800000,1.000000,-0.038719
0.714286,0.714286,1.000000,0.002390
0.800000,0.800000,1.000000,0.016437
0.142857,0.142857,1.000000,0.003317
0.666667,0.666667,1.000000,-0.059291
1.000000,1.000000,1.000000,0.000000
0.714286,0.714286,1.000000,-0.003200
0.600000,0.600000,1.000000,0.008688
0.285714,0.285714,1.000000,-0.002043
1.000000,1.000000,1.000000,0.000000
0.800000,0.800000,1.000000,-0.036270
0.714286,0.714286,1.000000,0.005549
0.600000,0.600000,1.000000,0.016979
0.285714,0.285714,1.000000,0.019007
1.000000,1.000000,1.000000,0.000000
0.800000,0.800000,1.000000,0.032985
0.714286,0.714286,1.000000,0.006157
0.400000,0.400000,1.000000,0.002192
0.666667,0.666667,1.000000,-0.009766
0.800000,0.800000,1.000000,0.004135
0.714286,0.714286,1.000000,-0.015670
1.000000,1.000000,1.000000,0.000000
0.142857,0.142857,1.000000,-0.011672
1.000000,1.000000,1.000000,0.000000
0.600000,0.600000,1.000000,0.011208
0.714286,0.714286,1.000000,0.013876
0.600000,0.600000,1.000000,0.011208
1.000000,1.000000,1.000000,0.000000
0.600000,0.600000,1.000000,0.005772
0.714286,0.714286,1.000000,0.008014
1.000000,1.000000,1.000000,0.000000
0.142857,0.142857,1.000000,0.004837
1.000000,1.000000,1.000000,0.000000
0.600000,0.600000,1.000000,0.000476
0.714286,0.714286,1.000000,-0.004204
0.800000,0.800000,1.000000,0.009923
0.285714,0.285714,1.000000,0.006592
0.666667,0.666667,1.000000,-0.014036
0.800000,0.800000,1.000000,-0.004956
0.714286,0.714286,1.000000,-0.023629
0.800000,0.800000,1.000000,-0.004956
0.285714,0.285714,1.000000,-0.014036
1.000000,1.000000,1.000000,0.000000
0.400000,0.400000,1.000000,0.001264
0.714286,0.714286,1.000000,0.005081
1.000000,1.000000,1.000000,0.000000
0.285714,0.285714,1.000000,0.018305
1.000000,1.000000,1.000000,0.000000
1.000000,1.000000,1.000000,0.000000
0.571429,0.571429,1.000000,0.018188
0.600000,0.600000,1.000000,0.028852
0.285714,0.285714,1.000000,0.112276
1.000000,1.000000,1.000000,0.000000
1.000000,1.000000,1.000000,0.000000
0.571429,0.571429,1.000000,0.008984
0.800000,0.800000,1.000000,0.091320
0.142857,0.142857,1.000000,0.009467
1.000000,1.000000,1.000000,0.000000
0.800000,0.800000,1.000000,0.017693
0.571429,0.571429,1.000000,0.001594
1.000000,1.000000,1.000000,0.000000
0.142857,0.142857,1.000000,0.003611
1.000000,1.000000,1.000000,0.000000
0.800000,0.800000,1.000000,-0.045286
0.571429,0.571429,1.000000,0.000787
0.800000,0.800000,1.000000,0.017845
0.285714,0.285714,1.000000,0.001675
1.000000,1.000000,1.000000,0.000000
0.800000,0.800000,1.000000,0.033775
0.571429,0.571429,1.000000,0.002959
0.600000,0.600000,1.000000,0.003274
0.666667,0.666667,1.000000,-0.060730
1.000000,1.000000,1.000000,0.000000
0.571429,0.571429,1.000000,0.001202
0.800000,0.800000,1.000000,0.015431
0.285714,0.285714,1.000000,0.001380
1.000000,1.000000,1.000000,0.000000
0.800000,0.800000,1.000000,0.030875
0.428571,0.428571,1.000000,0.000459
0.800000,0.800000,1.000000,0.030875
1.000000,1.000000,1.000000,0.000000
0.600000,0.600000,1.000000,0.005714
0.571429,0.571429,1.000000,0.002760
1.000000,1.000000,1.000000,0.000000
0.285714,0.285714,1.000000,0.019826
1.000000,1.000000,1.000000,0.000000
0.800000,0.800000,1.000000,0.014075
0.428571,0.428571,1.000000,0.000043
1.000000,1.000000,1.000000,0.000000
0.285714,0.285714,1.000000,0.014075
1.000000,1.000000,1.000000,0.000000
1.000000,1.000000,1.000000,0.000000
0.428571,0.428571,1.000000,0.000630
0.800000,0.800000,1.000000,0.081766
0.285714,0.285714,1.000000,0.081766
0.666667,0.666667,1.000000,0.083306
1.000000,1.000000,1.000000,0.000000
1.000000,1.000000,1.000000,0.000000
0.000000,0.000000,1.000000,0.000102
0.285714,0.285714,1.000000,0.083306
0.666667,0.666667,1.000000,0.119498
1.000000,1.000000,1.000000,0.000000
1.000000,1.000000,1.000000,0.000000
0.200000,0.200000,1.000000,0.003972
0.142857,0.142857,1.000000,0.033514
0.666667,0.666667,1.000000,0.122683
1.000000,1.000000,1.000000,0.000000
1.000000,1.000000,1.000000,0.000000
0.400000,0.400000,1.000000,0.018238
0.000000,0.000000,1.000000,0.006829
0.333333,0.333333,1.000000,0.047866
1.000000,1.000000,1.000000,0.000000
1.000000,1.000000,1.000000,0.000000
0.600000,0.600000,1.000000,0.059713
0.000000,0.000000,1.000000,0.006385
0.333333,0.333333,1.000000,0.062275
1.000000,1.000000,1.000000,0.000000
1.000000,1.000000,1.000000,0.000000
0.400000,0.400000,1.000000,0.031785
0.142857,0.142857,1.000000,0.059874
0.000000,0.000000,1.000000,0.005732
1.000000,1.000000,1.000000,0.000000
1.000000,1.000000,1.000000,0.000000
0.800000,0.800000,1.000000,0.096498
0.000000,0.000000,1.000000,0.002630
1.000000,1.000000,1.000000,0.000000
0.800000,0.800000,1.000000,0.114352
1.000000,1.000000,1.000000,0.000000
0.400000,0.400000,1.000000,0.008887
0.000000,0.000000,1.000000,0.005348
0.666667,0.666667,1.000000,-0.003739
0.800000,0.800000,1.000000,-0.007491
1.000000,1.000000,1.000000,0.000000
0.600000,0.600000,1.000000,0.026951
0.000000,0.000000,1.000000,-0.042192
1.000000,1.000000,1.000000,0.000000
0.800000,0.800000,1.000000,0.108825
1.000000,1.000000,1.000000,0.000000
0.200000,0.200000,1.000000,0.000361
0.142857,0.142857,1.000000,0.022423
0.333333,0.333333,1.000000,0.014201
0.800000,0.800000,1.000000,-0.002899
1.000000,1.000000,1.000000,0.000000
0.800000,0.800000,1.000000,-0.006872
0.000000,0.000000,1.000000,-0.015950
